"ICD10Code","ICD10Description","Comorbidity"
"S06.360D","Traumatic hemorrhage of cerebrum, unspecified, without loss of consciousness, subsequent encounter","TBI"
"S06.360S","Traumatic hemorrhage of cerebrum, unspecified, without loss of consciousness, sequela","TBI"
"S06.361A","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.361D","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.361S","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.362A","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 31 minutes to 59 minutes, initial encounter","TBI"
"S06.362D","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","TBI"
"S06.362S","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 31 minutes to 59 minutes, sequela","TBI"
"S06.363A","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 1 hours to 5 hours 59 minutes, initial encounter","TBI"
"S06.363D","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 1 hours to 5 hours 59 minutes, subsequent encounter","TBI"
"S06.363S","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 1 hours to 5 hours 59 minutes, sequela","TBI"
"S06.364A","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 6 hours to 24 hours, initial encounter","TBI"
"S06.364D","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 6 hours to 24 hours, subsequent encounter","TBI"
"S06.364S","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 6 hours to 24 hours, sequela","TBI"
"S06.365A","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","TBI"
"S06.365D","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","TBI"
"S06.365S","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","TBI"
"S06.366A","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","TBI"
"S06.366D","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","TBI"
"S06.366S","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","TBI"
"S06.367A","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","TBI"
"S06.367D","Traumatic Hemorrhage of Cerebrum, unspecified, with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.367S","Traumatic Hemorrhage of Cerebrum, unspecified, with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Sequela","TBI"
"S06.368A","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","TBI"
"S06.368D","Traumatic Hemorrhage of Cerebrum, unspecified, with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.368S","Traumatic Hemorrhage of Cerebrum, unspecified, with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Sequela","TBI"
"S06.369A","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.369D","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.369S","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of unspecified duration, sequela","TBI"
"S06.370A","Contusion, laceration, and hemorrhage of cerebellum without loss of consciousness, initial encounter","TBI"
"S06.370D","Contusion, laceration, and hemorrhage of cerebellum without loss of consciousness, subsequent encounter","TBI"
"S06.370S","Contusion, laceration, and hemorrhage of cerebellum without loss of consciousness, sequela","TBI"
"S06.371A","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.371D","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.371S","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.372A","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 31 minutes to 59 minutes, initial encounter","TBI"
"S06.372D","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","TBI"
"S06.372S","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 31 minutes to 59 minutes, sequela","TBI"
"S06.373A","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","TBI"
"S06.373D","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","TBI"
"S06.373S","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","TBI"
"S06.374A","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 6 hours to 24 hours, initial encounter","TBI"
"S06.374D","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 6 hours to 24 hours, subsequent encounter","TBI"
"S06.374S","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 6 hours to 24 hours, sequela","TBI"
"S06.375A","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","TBI"
"S06.375D","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","TBI"
"S06.375S","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","TBI"
"S06.376A","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","TBI"
"S06.376D","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","TBI"
"S06.376S","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","TBI"
"S06.377A","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","TBI"
"S06.377D","Contusion, Laceration, and Hemorrhage of Cerebellum with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.377S","Contusion, Laceration, and Hemorrhage of Cerebellum with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Sequela","TBI"
"S06.378A","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","TBI"
"S06.378D","Contusion, Laceration, and Hemorrhage of Cerebellum with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.378S","Contusion, Laceration, and Hemorrhage of Cerebellum with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Sequela","TBI"
"S06.379A","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.379D","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.379S","Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of unspecified duration, sequela","TBI"
"S06.380A","Contusion, laceration, and hemorrhage of brainstem without loss of consciousness, initial encounter","TBI"
"S06.380D","Contusion, laceration, and hemorrhage of brainstem without loss of consciousness, subsequent encounter","TBI"
"S06.380S","Contusion, laceration, and hemorrhage of brainstem without loss of consciousness, sequela","TBI"
"S06.381A","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.381D","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.381S","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.382A","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 31 minutes to 59 minutes, initial encounter","TBI"
"S06.382D","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","TBI"
"S06.382S","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 31 minutes to 59 minutes, sequela","TBI"
"S06.383A","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","TBI"
"S06.383D","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","TBI"
"S06.383S","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","TBI"
"S06.384A","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 6 hours to 24 hours, initial encounter","TBI"
"S06.384D","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 6 hours to 24 hours, subsequent encounter","TBI"
"S06.384S","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 6 hours to 24 hours, sequela","TBI"
"S06.385A","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","TBI"
"S06.385D","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","TBI"
"S06.385S","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","TBI"
"S06.386A","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","TBI"
"S06.386D","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","TBI"
"S06.386S","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","TBI"
"S06.387A","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","TBI"
"S06.387D","Contusion, Laceration, and Hemorrhage of Brainstem with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.387S","Contusion, Laceration, and Hemorrhage of Brainstem with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Sequela","TBI"
"S06.388A","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","TBI"
"S06.388D","Contusion, Laceration, and Hemorrhage of Brainstem with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.388S","Contusion, Laceration, and Hemorrhage of Brainstem with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Sequela","TBI"
"S06.389A","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.389D","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.389S","Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of unspecified duration, sequela","TBI"
"S06.4X0A","Epidural hemorrhage without loss of consciousness, initial encounter","TBI"
"S06.4X0D","Epidural hemorrhage without loss of consciousness, subsequent encounter","TBI"
"S06.4X0S","Epidural hemorrhage without loss of consciousness, sequela","TBI"
"S06.4X1A","Epidural hemorrhage with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.4X1D","Epidural hemorrhage with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.4X1S","Epidural hemorrhage with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.4X2A","Epidural hemorrhage with loss of consciousness of 31 minutes to 59 minutes, initial encounter","TBI"
"S06.4X2D","Epidural hemorrhage with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","TBI"
"S06.4X2S","Epidural hemorrhage with loss of consciousness of 31 minutes to 59 minutes, sequela","TBI"
"S06.4X3A","Epidural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","TBI"
"S06.4X3D","Epidural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","TBI"
"S06.4X3S","Epidural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","TBI"
"S06.4X4A","Epidural hemorrhage with loss of consciousness of 6 hours to 24 hours, initial encounter","TBI"
"S06.4X4D","Epidural hemorrhage with loss of consciousness of 6 hours to 24 hours, subsequent encounter","TBI"
"S06.4X4S","Epidural hemorrhage with loss of consciousness of 6 hours to 24 hours, sequela","TBI"
"S06.4X5A","Epidural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","TBI"
"S06.4X5D","Epidural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","TBI"
"S06.4X5S","Epidural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","TBI"
"S06.4X6A","Epidural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","TBI"
"S06.4X6D","Epidural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","TBI"
"S06.4X6S","Epidural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","TBI"
"S06.4X7A","Epidural hemorrhage with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","TBI"
"S06.4X7D","Epidural Hemorrhage with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.4X7S","Epidural Hemorrhage with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Sequela","TBI"
"S06.4X8A","Epidural hemorrhage with loss of consciousness of any duration with death due to other causes prior to regaining consciousness, initial encounter","TBI"
"S06.4X8D","Epidural Hemorrhage with Loss of Consciousness of any Duration with Death due to other Causes Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.4X8S","Epidural Hemorrhage with Loss of Consciousness of any Duration with Death due to other Causes Prior to Regaining Consciousness, Sequela","TBI"
"S06.4X9A","Epidural hemorrhage with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.4X9D","Epidural hemorrhage with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.4X9S","Epidural hemorrhage with loss of consciousness of unspecified duration, sequela","TBI"
"S06.5X0A","Traumatic subdural hemorrhage without loss of consciousness, initial encounter","TBI"
"S06.5X0D","Traumatic subdural hemorrhage without loss of consciousness, subsequent encounter","TBI"
"S06.5X0S","Traumatic subdural hemorrhage without loss of consciousness, sequela","TBI"
"S06.5X1A","Traumatic subdural hemorrhage with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.5X1D","Traumatic subdural hemorrhage with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.5X1S","Traumatic subdural hemorrhage with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.5X2A","Traumatic subdural hemorrhage with loss of consciousness of 31 minutes to 59 minutes, initial encounter","TBI"
"S06.5X2D","Traumatic subdural hemorrhage with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","TBI"
"S06.5X2S","Traumatic subdural hemorrhage with loss of consciousness of 31 minutes to 59 minutes, sequela","TBI"
"S06.5X3A","Traumatic subdural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","TBI"
"S06.5X3D","Traumatic subdural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","TBI"
"S06.5X3S","Traumatic subdural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","TBI"
"S06.5X4A","Traumatic subdural hemorrhage with loss of consciousness of 6 hours to 24 hours, initial encounter","TBI"
"S06.5X4D","Traumatic subdural hemorrhage with loss of consciousness of 6 hours to 24 hours, subsequent encounter","TBI"
"S06.5X4S","Traumatic subdural hemorrhage with loss of consciousness of 6 hours to 24 hours, sequela","TBI"
"S06.5X5A","Traumatic subdural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","TBI"
"S06.5X5D","Traumatic subdural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","TBI"
"S06.5X5S","Traumatic subdural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","TBI"
"S06.5X6A","Traumatic subdural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","TBI"
"S06.5X6D","Traumatic subdural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","TBI"
"S06.5X6S","Traumatic subdural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","TBI"
"S06.5X7A","Traumatic subdural hemorrhage with loss of consciousness of any duration with death due to brain injury before regaining consciousness, initial encounter","TBI"
"S06.5X7D","Traumatic Subdural Hemorrhage with Loss of Consciousness of any Duration with Death due to Brain Injury before Regaining Consciousness, Subsequent Encounter","TBI"
"S06.5X7S","Traumatic Subdural Hemorrhage with Loss of Consciousness of any Duration with Death due to Brain Injury before Regaining Consciousness, Sequela","TBI"
"S06.5X8A","Traumatic subdural hemorrhage with loss of consciousness of any duration with death due to other cause before regaining consciousness, initial encounter","TBI"
"S06.5X8D","Traumatic Subdural Hemorrhage with Loss of Consciousness of any Duration with Death due to other Cause before Regaining Consciousness, Subsequent Encounter","TBI"
"S06.5X8S","Traumatic Subdural Hemorrhage with Loss of Consciousness of any Duration with Death due to other Cause before Regaining Consciousness, Sequela","TBI"
"S06.5X9A","Traumatic subdural hemorrhage with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.5X9D","Traumatic subdural hemorrhage with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.5X9S","Traumatic subdural hemorrhage with loss of consciousness of unspecified duration, sequela","TBI"
"S06.6X0A","Traumatic subarachnoid hemorrhage without loss of consciousness, initial encounter","TBI"
"S06.6X0D","Traumatic subarachnoid hemorrhage without loss of consciousness, subsequent encounter","TBI"
"S06.6X0S","Traumatic subarachnoid hemorrhage without loss of consciousness, sequela","TBI"
"S06.6X1A","Traumatic subarachnoid hemorrhage with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.6X1D","Traumatic subarachnoid hemorrhage with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.6X1S","Traumatic subarachnoid hemorrhage with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.6X2A","Traumatic subarachnoid hemorrhage with loss of consciousness of 31 minutes to 59 minutes, initial encounter","TBI"
"S06.6X2D","Traumatic subarachnoid hemorrhage with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","TBI"
"S06.6X2S","Traumatic subarachnoid hemorrhage with loss of consciousness of 31 minutes to 59 minutes, sequela","TBI"
"S06.6X3A","Traumatic subarachnoid hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","TBI"
"S06.6X3D","Traumatic subarachnoid hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","TBI"
"S06.6X3S","Traumatic subarachnoid hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","TBI"
"S06.6X4A","Traumatic subarachnoid hemorrhage with loss of consciousness of 6 hours to 24 hours, initial encounter","TBI"
"S06.6X4D","Traumatic subarachnoid hemorrhage with loss of consciousness of 6 hours to 24 hours, subsequent encounter","TBI"
"S06.6X4S","Traumatic subarachnoid hemorrhage with loss of consciousness of 6 hours to 24 hours, sequela","TBI"
"S06.6X5A","Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","TBI"
"S06.6X5D","Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","TBI"
"S06.6X5S","Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","TBI"
"S06.6X6A","Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","TBI"
"S06.6X6D","Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","TBI"
"S06.6X6S","Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","TBI"
"S06.6X7A","Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","TBI"
"S06.6X7D","Traumatic Subarachnoid Hemorrhage with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.6X7S","Traumatic Subarachnoid Hemorrhage with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Sequela","TBI"
"S06.6X8A","Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","TBI"
"S06.6X8D","Traumatic Subarachnoid Hemorrhage with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.6X8S","Traumatic Subarachnoid Hemorrhage with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Sequela","TBI"
"S06.6X9A","Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.6X9D","Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.6X9S","Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration, sequela","TBI"
"S06.890A","Other specified intracranial injury without loss of consciousness, initial encounter","TBI"
"S06.890D","Other specified intracranial injury without loss of consciousness, subsequent encounter","TBI"
"S06.890S","Other specified intracranial injury without loss of consciousness, sequela","TBI"
"S06.891A","Other specified intracranial injury with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.891D","Other specified intracranial injury with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.891S","Other specified intracranial injury with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.892A","Other specified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter","TBI"
"S06.892D","Other specified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","TBI"
"S06.892S","Other specified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, sequela","TBI"
"S06.893A","Other specified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","TBI"
"S06.893D","Other specified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","TBI"
"S06.893S","Other specified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","TBI"
"S06.894A","Other specified intracranial injury with loss of consciousness of 6 hours to 24 hours, initial encounter","TBI"
"S06.894D","Other specified intracranial injury with loss of consciousness of 6 hours to 24 hours, subsequent encounter","TBI"
"S06.894S","Other specified intracranial injury with loss of consciousness of 6 hours to 24 hours, sequela","TBI"
"S06.895A","Other specified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","TBI"
"S06.895D","Other specified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","TBI"
"S06.895S","Other specified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","TBI"
"S06.896A","Other specified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","TBI"
"S06.896D","Other specified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","TBI"
"S06.896S","Other specified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","TBI"
"S06.897A","Other specified intracranial injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","TBI"
"S06.897D","Other specified Intracranial Injury with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.897S","Other specified Intracranial Injury with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Sequela","TBI"
"S06.898A","Other specified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","TBI"
"S06.898D","Other specified Intracranial Injury with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.898S","Other specified Intracranial Injury with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Sequela","TBI"
"S06.899A","Other specified intracranial injury with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.899D","Other specified intracranial injury with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.899S","Other specified intracranial injury with loss of consciousness of unspecified duration, sequela","TBI"
"S06.9X0A","Unspecified intracranial injury without loss of consciousness, initial encounter","TBI"
"S06.9X0D","Unspecified intracranial injury without loss of consciousness, subsequent encounter","TBI"
"S06.9X0S","Unspecified intracranial injury without loss of consciousness, sequela","TBI"
"S06.9X1A","Unspecified intracranial injury with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.9X1D","Unspecified intracranial injury with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.9X1S","Unspecified intracranial injury with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.9X2A","Unspecified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter","TBI"
"S06.9X2D","Unspecified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","TBI"
"S06.9X2S","Unspecified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, sequela","TBI"
"S06.9X3A","Unspecified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","TBI"
"S06.9X3D","Unspecified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","TBI"
"S06.9X3S","Unspecified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","TBI"
"S06.9X4A","Unspecified intracranial injury with loss of consciousness of 6 hours to 24 hours, initial encounter","TBI"
"S06.9X4D","Unspecified intracranial injury with loss of consciousness of 6 hours to 24 hours, subsequent encounter","TBI"
"S06.9X4S","Unspecified intracranial injury with loss of consciousness of 6 hours to 24 hours, sequela","TBI"
"S06.9X5A","Unspecified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","TBI"
"S06.9X5D","Unspecified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","TBI"
"S06.9X5S","Unspecified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","TBI"
"S06.9X6A","Unspecified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","TBI"
"S06.9X6D","Unspecified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","TBI"
"S06.9X6S","Unspecified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","TBI"
"S06.9X7A","Unspecified intracranial injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","TBI"
